爻名,通し番号,卦番号,爻,爻辞,現代解釈の要約,パターンの分類,点数,キーワード,親となる卦,キーワードタグ,S1_基本スコア,S2_ポテンシャル,S3_安定性スコア,S4_リスク,S5_主体性,S6_変動性スコア,S7_総合評価スコア,論理キーワードタグ
沢天夬 九二,256,43,九二,惕号。莫夜有戎。勿恤。 （てきごう。ばくやにじゅうあり。うれうることなかれ。） 意味：恐れ、叫ぶ。夜中に戦争があるかのように警戒する。心配することはない。,状況が進む中で、潜在的なリスクや困難の兆候を敏感に察知する。常に警戒心を保ち、備えを怠らなければ、大きな問題には至らない。,勝ちパターン,1,"警戒, 危機管理, 備え",沢天夬,"備え, 危機管理, 警戒",75,55,56,35,能動,32,56,"状況:困窮状態, 状況:安定期, 力学:協力者なし"
沢天夬 九三,257,43,九三,壮于頄。有凶。君子夬夬。…无咎。 （そうをきゅうにす。きょうあり。くんしかいかい。…とがなし。） 意味：頬骨に力がみなぎる（強引）。凶。君子は断固として決断する。…咎めはない。,独断的、強引な態度で物事を推し進めると、凶となる。しかし、君子が孤立を覚悟の上で、正しい決断を断行するならば、最終的に咎めはない。非常に困難な選択。,停滞・中立パターン,0,"決断, 孤立, 覚悟, 困難な選択",沢天夬,"凶, 問題なし, 困難な選択, 孤立, 決断, 覚悟",50,55,44,65,能動,48,38,"状況:困窮状態, 状況:移行期, 力学:協力者あり"
沢天夬 九四,258,43,九四,臀无膚。其行次且。…聞言不信。 （でんにふなし。そのゆきじしょ。…げんをきくもじんぜず。） 意味：尻に皮膚がない（落ち着かない）。その行動はためらう。…言葉を聞いても信じない。,重要な決断を迫られているにもかかわらず、優柔不断で行動に移せない。周囲の忠告にも耳を貸さず、疑心暗鬼に陥り、機会を逃してしまう。,やや破滅パターン,-1,"優柔不断, 停滞, 頑固",沢天夬,"停滞, 優柔不断, 頑固",33,40,40,35,能動,68,42,"状況:変革期, 力学:協力者なし"
沢天夬 九五,259,43,九五,莧陸夬夬。中行无咎。 （けんりくかいかい。ちゅうこうなればとがなし。） 意味：ヒユを抜き去るように決断する。中庸を行けば咎めなし。（※解釈テキストでは「中行无咎」が中心）,最高の立場にあるリーダーが、極端に走らず、中庸の精神に基づいて公平かつ適切な決断を下す。その賢明な判断が、組織を正しく導き、咎められることがない。,大勝ちパターン,2,"賢明な判断, リーダーシップ, 中庸",沢天夬,"リーダーシップ, 中庸, 問題なし, 賢明な判断",100,60,52,55,能動,48,48,"状況:絶頂期, 力学:下剋上リスク, 力学:協力者なし"
沢天夬 上六,260,43,上六,无号。終有凶。 （ごうなし。おわりにきょうあり。） 意味：叫び声もない。最終的に凶。,打ち破られるべき、最後の障害そのもの。あるいは、無謀な決断を下した者の末路。もはや助けもなく、抵抗する声さえ上げられず、完全に破滅する。,破滅パターン,-2,"破滅, 終焉, 孤立無援",沢天夬,"凶, 孤立無援, 破滅, 終焉",17,40,44,65,受動,44,32,"状況:終極期, 力学:協力者あり"
天風姤 初六,261,44,初六,繋于金柅。貞吉。… （きんじにつながる。ていきち。…） 意味：金のくさびに繋ぎ止める。正しくしていれば吉。,予期せぬ出会いや誘いに対し、すぐに飛びつかない。強い意志（金のくさび）で自らを律し、軽率な行動を避ける。その慎重さが、不必要なリスクを回避し、吉となる。,勝ちパターン,1,"自制, 慎重, 危険回避",天風姤,"危険回避, 吉, 慎重, 自制",67,40,60,25,受動,20,56,"状況:黎明期, 力学:協力者あり, 力学:順当な力関係, 心理:慎重, 心理:正道堅持"
天風姤 九二,262,44,九二,包有魚。无咎。不利賓。 （ほうにうおあり。とがなし。ひんにはふり。） 意味：包みに魚がある。咎めなし。客としてもてなすのは良くない。,価値ある出会いやチャンス（魚）に恵まれるが、まだそれを公にすべきではない。静かにその価値を認識し、慎重に関係を進めれば、咎めはない。,停滞・中立パターン,0,"潜在的な好機, 秘匿, 静観",天風姤,"問題なし, 潜在的な好機, 秘匿, 静観",58,65,56,35,能動,32,60,"状況:安定期, 力学:協力者なし, 心理:慎重"
天風姤 九三,263,44,九三,臀无膚。其行次且。厲无大咎。 （でんにふなし。そのゆきじしょ。あやういも、おおきなとがなし。） 意味：尻に皮膚がない（落ち着かない）。その行動はためらう。危ういが大きな咎めはない。,予期せぬ状況に、心が定まらず、進むべきか退くべきか迷っている。その中途半端な姿勢は危ういが、まだ決定的な過ちを犯していないため、致命傷には至らない。,やや破滅パターン,-1,"優柔不断, 葛藤, 不安定",天風姤,"リスクあり, 不安定, 優柔不断, 葛藤",33,40,32,70,能動,72,24,"状況:移行期, 力学:協力者なし"
天風姤 九四,264,44,九四,包无魚。凶。 （ほうにうおなし。きょう。） 意味：包みに魚がない。凶。（※解釈テキストでは「起凶」）,絶好の機会があったにもかかわらず、それを見逃したり、活かせなかったりした結果、何も得られない。周囲との連携を怠り、孤立したことによる失敗。,破滅パターン,-2,"機会損失, 孤立, 失敗",天風姤,"凶, 失敗, 孤立, 機会損失",17,55,52,45,能動,44,50,"状況:変革期, 力学:協力者あり"
天風姤 九五,265,44,九五,以杞包瓜。含章。有隕自天。 （きをもってうりをくるむ。しょうをふくむ。てんよりおつることあり。） 意味：杞の葉で瓜を包む。内に美徳を包む。天から落ちてくる。（吉）,見た目は目立たないが、内面に大きな価値（瓜）を持つ存在を見出し、それを大切に育む。その高潔な姿勢が、やがて天からの恵みのような、予期せぬ幸運を引き寄せる。,大勝ちパターン,2,"才能の発掘, 育成, 恩恵",天風姤,"内面の美徳, 吉, 恩恵, 才能の発掘, 才能を隠す, 時期を待つ, 育成, 貢献",100,60,64,35,能動,32,62,"状況:絶頂期, 力学:協力者なし"
天風姤 上九,266,44,上九,姤其角。吝。无咎。 （そのつのにあう。りん。とがなし。） 意味：その角で出会う。恥ずかしいが、咎めはない。,自分の力を過信し、傲慢な態度（角）で人と接する。そのため、誰からも相手にされず、孤立してしまう。恥ずべき状態だが、もはや誰にも影響を与えないため、大きな咎めはない。,やや破滅パターン,-1,"傲慢, 孤立, 対立",天風姤,"傲慢, 問題なし, 孤立, 対立",25,40,24,65,能動,68,22,"状況:終極期, 力学:協力者なし"
沢地萃 初六,267,45,初六,有孚不尽。乃乱乃萃。…一握為笑。…往无咎。 （まことありてつきず。すなわちみだれすなわちあつまる。…いちあくにしてわらいとなる。…ゆけばとがなし。） 意味：真心が尽くしきれない。乱れては集まる。…一握りで笑いとなる。…行けば咎めなし。,人々を集める初期段階。まだ信頼が不十分で混乱も生じるが、主催者側に真心があれば、やがて不安は解消され、笑顔で協力し合える関係が築ける。,勝ちパターン,1,"始まりの混乱, 信頼構築, 誠実",沢地萃,"信頼構築, 問題なし, 始まりの混乱, 誠実",67,40,52,25,能動,40,52,"状況:黎明期, 力学:協力者あり"
沢地萃 六二,268,45,六二,引吉。无咎。孚乃利用礜。 （ひけばきち。とがなし。まことあればすなわちやくをもちうるによろし。） 意味：引き寄せられて吉。咎めなし。真心があれば、小さな供え物でも用いられる。,優れたリーダーや、正しい目的の集まりに、自然な形で引き寄せられる。その流れに従うことで、幸運を得られる、理想的な参加の形。,大勝ちパターン,2,"導き, 幸運, 参加",沢地萃,"参加, 吉, 問題なし, 導き, 幸運",100,65,76,25,受動,20,74,"状況:安定期, 力学:協力者あり"
沢地萃 六三,269,45,六三,萃如嗟如。无攸利。往无咎。小吝。 （すいじょさじょ。りするところなし。ゆけばとがなし。しょうりん。） 意味：集まってもため息をつくばかり。利益がない。進めば咎はないが、少し恥ずかしい。,人は集まったものの、目的が曖昧だったり、疎外感を感じたりして、不満やため息が漏れる。このまま停滞すれば無益だが、自ら行動を起こせば、状況は打開できる。,やや破滅パターン,-1,"疎外感, 停滞, 不満",沢地萃,"不満, 停滞, 問題なし, 疎外感",25,35,32,65,受動,52,24,"状況:移行期, 力学:協力者なし, 力学:順当な力関係"
沢地萃 九四,270,45,九四,大吉。无咎。 （だいきち。とがなし。） 意味：大いに吉。咎められることはない。,組織やチームの中心人物として、人々をまとめ、大きな成果を上げる。結束力も信頼関係も最高潮に達しており、何をやってもうまくいく、絶好調の時。,大勝ちパターン,2,"最高の結束, 大成功, リーダーシップ",沢地萃,"リーダーシップ, 吉, 問題なし, 大成功, 最高の結束",83,55,52,25,能動,44,58,"状況:変革期, 力学:協力者あり"
沢地萃 九五,271,45,九五,萃有位。无咎。弗孚。元永貞。悔亡。 （すいにくらいあり。とがなし。まこととせられず。げんえいていなれば、くいほろぶ。） 意味：集まりの中に位がある。咎めなし。信頼されなくても、根本から長く正しくしていれば、悔いは消える。,リーダーとして、最初は完全な信頼を得られていないかもしれない。しかし、感情に流されず、常に公正な原則を貫き通すことで、最終的に人々からの信頼を勝ち取り、悔いをなくすことができる。,勝ちパターン,1,"公正なリーダー, 信頼回復, 忍耐",沢地萃,"信頼回復, 公正なリーダー, 問題なし, 忍耐",83,75,64,55,能動,24,60,"状況:絶頂期, 力学:下剋上リスク, 力学:協力者あり, 心理:内省, 心理:正道堅持"
沢地萃 上六,272,45,上六,齎咨涕洟。无咎。 （せいしてい。とがなし。） 意味：嘆き悲しみ、涙を流す。咎められることはない。（※解釈テキストでは「啼噓」）,賑やかだった集まりやプロジェクトが終わりを迎え、別れを惜しんで涙する。これは失敗ではなく、充実した時間の終わりを示す自然な感情であり、咎められることではない。,停滞・中立パターン,0,"終焉, 別れ, 感情の解放",沢地萃,"別れ, 問題なし, 感情の解放, 終焉",50,25,32,55,受動,56,24,"状況:終極期, 力学:協力者なし"
